
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-13 16:34:34 /storage/96/conversions/golden-mango-bliss-thumb.png ................................ ~ 10.81ms
  2026-05-13 16:34:34 /storage/98/conversions/strawverry-bliss-thumb.png ................................... ~ 6.58ms
  2026-05-13 16:34:34 /storage/58/conversions/Sparkling-Limoncello-Mocktail-thumb.jpg ...................... ~ 0.22ms
  2026-05-13 16:34:34 /storage/54/conversions/kit-kat-shake-thumb.jpg ...................................... ~ 0.26ms
  2026-05-13 16:34:34 /storage/100/conversions/strawberry-mojito-thumb.png ................................. ~ 1.99ms
  2026-05-13 16:34:34 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-thumb.jpg  ~ 4.02ms
  2026-05-13 16:34:34 /storage/31/kahumbo-logo-(1).png ..................................................... ~ 0.24ms
  2026-05-13 16:34:34 /api/frontend/country-code/show/GBR ................................................ ~ 512.61ms
  2026-05-13 16:34:34 /api/frontend/device-token/web ....................................................... ~ 0.26ms
  2026-05-13 16:34:34 /firebase-messaging-sw.js ............................................................ ~ 2.75ms
  2026-05-13 16:35:03 /home ................................................................................ ~ 1.01ms
  2026-05-13 16:35:03 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 5.55ms
  2026-05-13 16:35:03 /themes/default/fonts/lab/lab.css .................................................... ~ 1.99ms
  2026-05-13 16:35:03 /themes/default/fonts/typography/public/public.css ................................... ~ 4.54ms
  2026-05-13 16:35:03 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 6.44ms
  2026-05-13 16:35:03 /themes/default/css/custom.css ....................................................... ~ 6.45ms
  2026-05-13 16:35:03 /build/assets/app-D8KbgEI6.css ....................................................... ~ 9.29ms
  2026-05-13 16:35:03 /build/assets/app-CpvByPl6.css ...................................................... ~ 12.05ms
  2026-05-13 16:35:03 /themes/default/js/drawer.js ......................................................... ~ 0.21ms
  2026-05-13 16:35:03 /themes/default/js/modal.js .......................................................... ~ 3.24ms
  2026-05-13 16:35:03 /themes/default/js/customScript.js ................................................... ~ 0.19ms
  2026-05-13 16:35:03 /themes/default/js/tabs.js ........................................................... ~ 2.73ms
  2026-05-13 16:35:03 /themes/default/js/dropdown.js ....................................................... ~ 5.46ms
  2026-05-13 16:35:03 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.17ms
  2026-05-13 16:35:03 /build/assets/app-CgZx6g7o.js ....................................................... ~ 21.49ms
  2026-05-13 16:35:03 /storage/33/IMG_1625.JPG.jpeg ........................................................ ~ 0.20ms
  2026-05-13 16:35:03 /api/frontend/setting .............................................................. ~ 505.45ms
  2026-05-13 16:35:04 /api/frontend/setting .............................................................. ~ 508.39ms
  2026-05-13 16:35:04 /api/frontend/item-category ........................................................ ~ 511.01ms
  2026-05-13 16:35:04 /api/frontend/page ................................................................. ~ 514.80ms
  2026-05-13 16:35:04 /build/assets/HomeComponent-DfM97XMs.js ............................................ ~ 515.33ms
  2026-05-13 16:35:05 /build/assets/swiper-vue-B2AHLDAZ.js ................................................. ~ 2.71ms
  2026-05-13 16:35:05 /build/assets/ItemComponent-C5fbfu7N.css ............................................. ~ 5.43ms
  2026-05-13 16:35:05 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 7.75ms
  2026-05-13 16:35:05 /themes/default/fonts/lab/lab.woff2?1740891535263 .................................... ~ 9.39ms
  2026-05-13 16:35:05 /themes/default/fonts/fontawesome/fa-regular-400.woff2 ............................... ~ 8.73ms
  2026-05-13 16:35:05 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 7.76ms
  2026-05-13 16:35:05 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 0.16ms
  2026-05-13 16:35:05 /themes/default/fonts/fontawesome/fa-brands-400.woff2 ................................ ~ 1.76ms
  2026-05-13 16:35:05 /build/assets/CategoryComponent-CsV4x1At.js .......................................... ~ 3.57ms
  2026-05-13 16:35:05 /build/assets/itemDesignEnum-CKbsMq1M.js ............................................. ~ 0.25ms
  2026-05-13 16:35:05 /build/assets/ItemComponent-oO-qkzYz.js .............................................. ~ 2.30ms
  2026-05-13 16:35:05 /build/assets/OfferComponent-CSPup3l5.js ............................................. ~ 4.65ms
  2026-05-13 16:35:05 /storage/30/kahumbo-logo.-2.png ...................................................... ~ 0.22ms
  2026-05-13 16:35:05 /api/frontend/language ............................................................. ~ 514.89ms
  2026-05-13 16:35:05 /api/frontend/item-category .......................................................... ~ 0.19ms
  2026-05-13 16:35:05 /api/frontend/language/show/1 ...................................................... ~ 505.76ms
  2026-05-13 16:35:05 /storage/32/kahumbo-logo-white.png ....................................................... ~ 1s
  2026-05-13 16:35:05 /images/cart/empty-cart.gif .............................................................. ~ 1s
  2026-05-13 16:35:06 /storage/103/conversions/chocolate-shakes-thumb.png ................................ ~ 513.60ms
  2026-05-13 16:35:06 /storage/104/conversions/coffee-thumb.png ............................................ ~ 9.57ms
  2026-05-13 16:35:06 /storage/44/conversions/hoptionb-img7-thumb.png ..................................... ~ 12.04ms
  2026-05-13 16:35:06 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 9.93ms
  2026-05-13 16:35:06 /storage/105/conversions/fruit-shots-thumb.png ...................................... ~ 10.72ms
  2026-05-13 16:35:06 /images/category/thumb.png ........................................................... ~ 7.62ms
  2026-05-13 16:35:06 /storage/48/conversions/Capture-thumb.JPG ............................................ ~ 6.45ms
  2026-05-13 16:35:06 /storage/43/conversions/Strawberry-Juice-thumb.jpg ................................... ~ 0.33ms
  2026-05-13 16:35:06 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg .................................... ~ 2.26ms
  2026-05-13 16:35:06 /storage/45/conversions/Unique-Mocktails-thumb.png ................................... ~ 0.22ms
  2026-05-13 16:35:06 /api/frontend/order ................................................................ ~ 509.08ms
  2026-05-13 16:35:06 /api/frontend/item-category ........................................................ ~ 512.58ms
  2026-05-13 16:35:06 /api/frontend/slider ..................................................................... ~ 1s
  2026-05-13 16:35:06 /api/frontend/item/featured-items ........................................................ ~ 1s
  2026-05-13 16:35:07 /api/frontend/offer ................................................................ ~ 513.49ms
  2026-05-13 16:35:07 /api/frontend/item/popular-items ................................................... ~ 514.95ms
  2026-05-13 16:35:08 /api/frontend/cookies .............................................................. ~ 514.20ms
  2026-05-13 16:35:08 /storage/26/english.png .................................................................. ~ 1s
  2026-05-13 16:35:08 /api/frontend/country-code/show/GBR .................................................. ~ 3.87ms
  2026-05-13 16:35:08 /api/frontend/device-token/web ..................................................... ~ 505.14ms
  2026-05-13 16:35:08 /storage/28/german.png ................................................................... ~ 1s
  2026-05-13 16:35:08 /storage/36/conversions/slider-03-cover.jpg ........................................ ~ 513.00ms
  2026-05-13 16:35:09 /firebase-messaging-sw.js .......................................................... ~ 508.35ms
  2026-05-13 16:35:09 /themes/default/fonts/typography/rubik/Rubik-Bold.ttf ................................ ~ 4.15ms
  2026-05-13 16:35:09 /storage/100/conversions/strawberry-mojito-cover.png ................................. ~ 5.95ms
  2026-05-13 16:35:09 /storage/58/conversions/Sparkling-Limoncello-Mocktail-cover.jpg ...................... ~ 5.77ms
  2026-05-13 16:35:09 /storage/98/conversions/strawverry-bliss-cover.png ................................... ~ 0.18ms
  2026-05-13 16:35:09 /storage/62/conversions/download-(2)-cover.jpg ....................................... ~ 1.37ms
  2026-05-13 16:35:09 /storage/97/conversions/nutella-milkshae-cover.png ................................... ~ 0.13ms
  2026-05-13 16:35:09 /storage/54/conversions/kit-kat-shake-cover.jpg ...................................... ~ 0.24ms
  2026-05-13 16:35:09 /images/item/cover.png ............................................................... ~ 1.54ms
  2026-05-13 16:35:09 /storage/96/conversions/golden-mango-bliss-cover.png ................................. ~ 0.19ms
  2026-05-13 16:35:09 /storage/35/conversions/slide-1-cover.jpg ............................................ ~ 0.19ms
  2026-05-13 16:35:09 /storage/109/conversions/fruit-shots-cover.png ....................................... ~ 0.22ms
  2026-05-13 16:35:09 /storage/96/conversions/golden-mango-bliss-thumb.png ................................. ~ 0.33ms
  2026-05-13 16:35:09 /storage/98/conversions/strawverry-bliss-thumb.png ................................... ~ 0.17ms
  2026-05-13 16:35:09 /storage/58/conversions/Sparkling-Limoncello-Mocktail-thumb.jpg ...................... ~ 0.17ms
  2026-05-13 16:35:09 /storage/54/conversions/kit-kat-shake-thumb.jpg ...................................... ~ 1.34ms
  2026-05-13 16:35:09 /storage/34/conversions/slide-0-cover.jpg ............................................ ~ 9.81ms
  2026-05-13 16:35:09 /storage/100/conversions/strawberry-mojito-thumb.png ................................. ~ 0.22ms
  2026-05-13 16:35:09 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-thumb.jpg  ~ 1.57ms
  2026-05-13 16:35:09 /storage/31/kahumbo-logo-(1).png ..................................................... ~ 0.35ms
  2026-05-13 16:35:12 /api/frontend/setting ................................................................ ~ 0.96ms
  2026-05-13 16:35:12 /api/frontend/setting .............................................................. ~ 517.07ms
  2026-05-13 16:35:12 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 16:35:12 /api/frontend/page ....................................................................... ~ 1s
  2026-05-13 16:35:13 /api/frontend/setting .............................................................. ~ 507.43ms
  2026-05-13 16:35:13 /api/frontend/setting .............................................................. ~ 506.41ms
  2026-05-13 16:35:13 /api/frontend/item-category ........................................................ ~ 508.40ms
  2026-05-13 16:35:14 /api/frontend/page ....................................................................... ~ 1s
  2026-05-13 16:35:14 /api/frontend/order ................................................................ ~ 508.91ms
  2026-05-13 16:35:14 /api/frontend/slider ............................................................... ~ 513.58ms
  2026-05-13 16:35:15 /api/frontend/item/featured-items .................................................. ~ 512.71ms
  2026-05-13 16:35:15 /api/frontend/offer ................................................................ ~ 510.01ms
  2026-05-13 16:35:15 /api/frontend/item/popular-items ......................................................... ~ 1s
  2026-05-13 16:35:16 /api/frontend/item-category ........................................................ ~ 511.45ms
  2026-05-13 16:35:15 /storage/30/kahumbo-logo.-2.png .......................................................... ~ 1s
  2026-05-13 16:35:16 /api/frontend/language ............................................................. ~ 510.82ms
  2026-05-13 16:35:15 /storage/32/kahumbo-logo-white.png ....................................................... ~ 1s
  2026-05-13 16:35:16 /api/frontend/language/show/1 ...................................................... ~ 510.89ms
  2026-05-13 16:35:16 /api/frontend/item-category ........................................................ ~ 509.73ms
  2026-05-13 16:35:15 /images/cart/empty-cart.gif .............................................................. ~ 2s
  2026-05-13 16:35:17 /api/frontend/order ................................................................ ~ 513.51ms
  2026-05-13 16:35:17 /api/frontend/slider ............................................................... ~ 507.45ms
  2026-05-13 16:35:17 /api/frontend/item/featured-items ........................................................ ~ 1s
  2026-05-13 16:35:18 /api/frontend/offer ................................................................ ~ 512.84ms
  2026-05-13 16:35:18 /api/frontend/cookies .............................................................. ~ 512.08ms
  2026-05-13 16:35:18 /api/frontend/item/popular-items ................................................... ~ 511.98ms
  2026-05-13 16:35:19 /api/frontend/item-category ........................................................ ~ 510.33ms
  2026-05-13 16:35:19 /api/frontend/language ................................................................... ~ 1s
  2026-05-13 16:35:19 /api/frontend/language/show/1 ...................................................... ~ 519.82ms
  2026-05-13 16:35:20 /api/frontend/country-code/show/GBR ................................................ ~ 514.32ms
  2026-05-13 16:35:20 /api/frontend/device-token/web ..................................................... ~ 514.01ms
  2026-05-13 16:35:20 /api/frontend/cookies .............................................................. ~ 510.60ms
  2026-05-13 16:35:21 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 16:35:21 /api/frontend/country-code/show/GBR .................................................. ~ 0.18ms
  2026-05-13 16:35:21 /storage/103/conversions/chocolate-shakes-thumb.png ................................ ~ 517.54ms
  2026-05-13 16:35:21 /api/frontend/device-token/web ..................................................... ~ 512.87ms
  2026-05-13 16:35:21 /storage/104/conversions/coffee-thumb.png .......................................... ~ 515.20ms
  2026-05-13 16:35:21 /storage/105/conversions/fruit-shots-thumb.png ..................................... ~ 517.50ms
  2026-05-13 16:35:22 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 514.66ms
  2026-05-13 16:35:22 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg .................................... ~ 2.63ms
  2026-05-13 16:35:22 /storage/43/conversions/Strawberry-Juice-thumb.jpg ................................... ~ 3.01ms
  2026-05-13 16:35:22 /storage/44/conversions/hoptionb-img7-thumb.png ...................................... ~ 0.27ms
  2026-05-13 16:35:22 /storage/45/conversions/Unique-Mocktails-thumb.png ................................... ~ 0.29ms
  2026-05-13 16:35:22 /storage/26/english.png .............................................................. ~ 2.45ms
  2026-05-13 16:35:22 /storage/28/german.png ............................................................... ~ 0.27ms
  2026-05-13 16:35:22 /images/category/thumb.png ........................................................... ~ 3.59ms
  2026-05-13 16:35:22 /storage/36/conversions/slider-03-cover.jpg .......................................... ~ 6.68ms
  2026-05-13 16:35:22 /storage/102/conversions/masala-tea-cover.png ........................................ ~ 0.35ms
  2026-05-13 16:35:22 /images/item/cover.png ............................................................... ~ 2.51ms
  2026-05-13 16:35:22 /storage/58/conversions/Sparkling-Limoncello-Mocktail-cover.jpg ...................... ~ 0.20ms
  2026-05-13 16:35:22 /storage/98/conversions/strawverry-bliss-cover.png ................................... ~ 0.17ms
  2026-05-13 16:35:22 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-cover.jpg  ~ 1.42ms
  2026-05-13 16:35:22 /storage/54/conversions/kit-kat-shake-cover.jpg ...................................... ~ 2.01ms
  2026-05-13 16:35:22 /storage/97/conversions/nutella-milkshae-cover.png ................................... ~ 0.21ms
  2026-05-13 16:35:22 /storage/62/conversions/download-(2)-cover.jpg ....................................... ~ 1.50ms
  2026-05-13 16:35:22 /storage/109/conversions/fruit-shots-cover.png ....................................... ~ 2.80ms
  2026-05-13 16:35:22 /storage/48/conversions/Capture-thumb.JPG ............................................ ~ 0.15ms
  2026-05-13 16:35:22 /storage/35/conversions/slide-1-cover.jpg ............................................ ~ 1.75ms
  2026-05-13 16:35:22 /storage/96/conversions/golden-mango-bliss-thumb.png ................................. ~ 0.24ms
  2026-05-13 16:35:22 /storage/98/conversions/strawverry-bliss-thumb.png ................................... ~ 2.39ms
  2026-05-13 16:35:22 /storage/34/conversions/slide-0-cover.jpg ............................................ ~ 7.87ms
  2026-05-13 16:35:22 /storage/58/conversions/Sparkling-Limoncello-Mocktail-thumb.jpg ...................... ~ 2.71ms
  2026-05-13 16:35:22 /storage/54/conversions/kit-kat-shake-thumb.jpg ...................................... ~ 4.32ms
  2026-05-13 16:35:22 /storage/100/conversions/strawberry-mojito-thumb.png ................................. ~ 0.29ms
  2026-05-13 16:35:22 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-thumb.jpg  ~ 1.87ms
  2026-05-13 16:35:44 /home .............................................................................. ~ 515.63ms
  2026-05-13 16:35:44 /themes/default/fonts/fontawesome/fontawesome.css .................................. ~ 520.24ms
  2026-05-13 16:35:44 /themes/default/fonts/lab/lab.css .................................................... ~ 0.26ms
  2026-05-13 16:35:44 /themes/default/fonts/typography/public/public.css ................................... ~ 0.30ms
  2026-05-13 16:35:44 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 2.44ms
  2026-05-13 16:35:44 /themes/default/css/custom.css ....................................................... ~ 4.56ms
  2026-05-13 16:35:44 /build/assets/app-D8KbgEI6.css ....................................................... ~ 7.62ms
  2026-05-13 16:35:44 /build/assets/app-CpvByPl6.css ...................................................... ~ 10.78ms
  2026-05-13 16:35:44 /themes/default/js/drawer.js ......................................................... ~ 0.26ms
  2026-05-13 16:35:44 /themes/default/js/modal.js .......................................................... ~ 3.30ms
  2026-05-13 16:35:44 /themes/default/js/customScript.js ................................................... ~ 6.59ms
  2026-05-13 16:35:44 /themes/default/js/tabs.js ........................................................... ~ 9.56ms
  2026-05-13 16:35:44 /themes/default/js/dropdown.js ...................................................... ~ 12.64ms
  2026-05-13 16:35:44 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.20ms
  2026-05-13 16:35:44 /build/assets/app-CgZx6g7o.js ....................................................... ~ 30.39ms
  2026-05-13 16:35:44 /storage/33/IMG_1625.JPG.jpeg ........................................................ ~ 0.21ms
  2026-05-13 16:35:44 /api/frontend/setting .............................................................. ~ 503.51ms
  2026-05-13 16:35:45 /api/frontend/setting ................................................................ ~ 0.20ms
  2026-05-13 16:35:45 /api/frontend/item-category ........................................................ ~ 513.06ms
  2026-05-13 16:35:45 /api/frontend/page ....................................................................... ~ 1s
  2026-05-13 16:35:45 /build/assets/ItemComponent-C5fbfu7N.css ........................................... ~ 515.78ms
  2026-05-13 16:35:46 /build/assets/HomeComponent-DfM97XMs.js .............................................. ~ 2.75ms
  2026-05-13 16:35:46 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 5.05ms
  2026-05-13 16:35:46 /themes/default/fonts/lab/lab.woff2?1740891535263 .................................... ~ 6.51ms
  2026-05-13 16:35:46 /themes/default/fonts/fontawesome/fa-regular-400.woff2 ............................... ~ 8.20ms
  2026-05-13 16:35:46 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 7.35ms
  2026-05-13 16:35:46 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 6.68ms
  2026-05-13 16:35:46 /themes/default/fonts/fontawesome/fa-brands-400.woff2 ................................ ~ 3.70ms
  2026-05-13 16:35:46 /build/assets/swiper-vue-B2AHLDAZ.js ................................................. ~ 1.93ms
  2026-05-13 16:35:46 /build/assets/CategoryComponent-CsV4x1At.js .......................................... ~ 0.19ms
  2026-05-13 16:35:46 /build/assets/itemDesignEnum-CKbsMq1M.js ............................................. ~ 0.26ms
  2026-05-13 16:35:46 /build/assets/ItemComponent-oO-qkzYz.js .............................................. ~ 2.56ms
  2026-05-13 16:35:46 /build/assets/OfferComponent-CSPup3l5.js ............................................. ~ 4.72ms
  2026-05-13 16:35:46 /storage/30/kahumbo-logo.-2.png ...................................................... ~ 6.64ms
  2026-05-13 16:35:46 /api/frontend/item-category ........................................................ ~ 512.18ms
  2026-05-13 16:35:46 /api/frontend/language ............................................................. ~ 515.38ms
  2026-05-13 16:35:46 /api/frontend/language/show/1 ............................................................ ~ 1s
  2026-05-13 16:35:46 /storage/32/kahumbo-logo-white.png ....................................................... ~ 1s
  2026-05-13 16:35:46 /images/cart/empty-cart.gif .............................................................. ~ 1s
  2026-05-13 16:35:46 /storage/103/conversions/chocolate-shakes-thumb.png ................................ ~ 520.52ms
  2026-05-13 16:35:47 /storage/104/conversions/coffee-thumb.png ............................................ ~ 5.08ms
  2026-05-13 16:35:47 /storage/43/conversions/Strawberry-Juice-thumb.jpg ................................... ~ 4.53ms
  2026-05-13 16:35:47 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 6.49ms
  2026-05-13 16:35:47 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg .................................... ~ 7.14ms
  2026-05-13 16:35:47 /images/category/thumb.png ........................................................... ~ 7.10ms
  2026-05-13 16:35:47 /storage/45/conversions/Unique-Mocktails-thumb.png ................................... ~ 7.91ms
  2026-05-13 16:35:47 /storage/44/conversions/hoptionb-img7-thumb.png ...................................... ~ 7.33ms
  2026-05-13 16:35:47 /storage/105/conversions/fruit-shots-thumb.png ....................................... ~ 2.18ms
  2026-05-13 16:35:47 /api/frontend/order ................................................................ ~ 515.24ms
  2026-05-13 16:35:47 /api/frontend/item-category .......................................................... ~ 0.21ms
  2026-05-13 16:35:47 /storage/48/conversions/Capture-thumb.JPG .......................................... ~ 524.53ms
  2026-05-13 16:35:47 /api/frontend/slider ............................................................... ~ 512.90ms
  2026-05-13 16:35:48 /api/frontend/item/featured-items ........................................................ ~ 1s
  2026-05-13 16:35:48 /api/frontend/offer ................................................................ ~ 510.76ms
  2026-05-13 16:35:48 /api/frontend/item/popular-items ................................................... ~ 513.85ms
  2026-05-13 16:35:49 /api/frontend/cookies .............................................................. ~ 511.50ms
  2026-05-13 16:35:49 /storage/26/english.png .................................................................. ~ 1s
  2026-05-13 16:35:49 /api/frontend/country-code/show/GBR .................................................. ~ 3.67ms
  2026-05-13 16:35:49 /storage/28/german.png ............................................................. ~ 520.56ms
  2026-05-13 16:35:50 /api/frontend/device-token/web ..................................................... ~ 503.22ms
  2026-05-13 16:35:49 /storage/36/conversions/slider-03-cover.jpg .............................................. ~ 1s
  2026-05-13 16:35:49 /themes/default/fonts/typography/rubik/Rubik-Bold.ttf .............................. ~ 512.48ms
  2026-05-13 16:35:50 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-cover.jpg  ~ 507.69ms
  2026-05-13 16:35:50 /storage/97/conversions/nutella-milkshae-cover.png ................................... ~ 3.56ms
  2026-05-13 16:35:50 /storage/54/conversions/kit-kat-shake-cover.jpg ...................................... ~ 2.88ms
  2026-05-13 16:35:50 /storage/96/conversions/golden-mango-bliss-cover.png ................................. ~ 3.42ms
  2026-05-13 16:35:50 /storage/102/conversions/masala-tea-cover.png ........................................ ~ 5.34ms
  2026-05-13 16:35:50 /storage/98/conversions/strawverry-bliss-cover.png ................................... ~ 6.27ms
  2026-05-13 16:35:50 /storage/100/conversions/strawberry-mojito-cover.png ................................. ~ 7.49ms
  2026-05-13 16:35:50 /storage/62/conversions/download-(2)-cover.jpg ....................................... ~ 0.87ms
  2026-05-13 16:35:50 /firebase-messaging-sw.js ............................................................ ~ 2.36ms
  2026-05-13 16:35:50 /storage/35/conversions/slide-1-cover.jpg ............................................ ~ 0.22ms
  2026-05-13 16:35:50 /storage/109/conversions/fruit-shots-cover.png ....................................... ~ 0.15ms
  2026-05-13 16:35:50 /storage/96/conversions/golden-mango-bliss-thumb.png ................................. ~ 1.46ms
  2026-05-13 16:35:50 /storage/98/conversions/strawverry-bliss-thumb.png ................................... ~ 3.14ms
  2026-05-13 16:35:50 /storage/58/conversions/Sparkling-Limoncello-Mocktail-thumb.jpg ...................... ~ 0.18ms
  2026-05-13 16:35:50 /storage/54/conversions/kit-kat-shake-thumb.jpg ...................................... ~ 1.25ms
  2026-05-13 16:35:50 /storage/100/conversions/strawberry-mojito-thumb.png ................................. ~ 0.21ms
  2026-05-13 16:35:50 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-thumb.jpg  ~ 2.09ms
  2026-05-13 16:35:50 /storage/34/conversions/slide-0-cover.jpg ............................................ ~ 9.73ms
  2026-05-13 16:35:50 /storage/31/kahumbo-logo-(1).png ..................................................... ~ 0.26ms
  2026-05-13 16:37:12 /api/frontend/offer ................................................................ ~ 500.84ms
  2026-05-13 16:37:13 /api/frontend/offer .................................................................. ~ 0.19ms
  2026-05-13 16:37:12 /storage/109/conversions/fruit-shots-cover.png ..................................... ~ 507.26ms
  2026-05-13 16:37:14 /api/frontend/item-category ........................................................ ~ 515.12ms
  2026-05-13 16:37:14 /api/frontend/item-category/show/chocolate-shakes ........................................ ~ 1s
  2026-05-13 16:37:15 /api/frontend/item-category ........................................................ ~ 508.18ms
  2026-05-13 16:37:14 /storage/103/conversions/chocolate-shakes-thumb.png ...................................... ~ 1s
  2026-05-13 16:37:15 /api/frontend/item-category/show/chocolate-shakes .................................. ~ 512.81ms
  2026-05-13 16:37:14 /storage/104/conversions/coffee-thumb.png ................................................ ~ 1s
  2026-05-13 16:37:14 /storage/105/conversions/fruit-shots-thumb.png ........................................... ~ 1s
  2026-05-13 16:37:14 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 1s
  2026-05-13 16:37:14 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg ........................................ ~ 1s
  2026-05-13 16:37:14 /storage/43/conversions/Strawberry-Juice-thumb.jpg ....................................... ~ 1s
  2026-05-13 16:37:15 /storage/45/conversions/Unique-Mocktails-thumb.png ................................... ~ 8.65ms
  2026-05-13 16:37:16 /storage/44/conversions/hoptionb-img7-thumb.png ...................................... ~ 1.50ms
  2026-05-13 16:37:16 /images/item-type/veg.png ............................................................ ~ 3.54ms
  2026-05-13 16:37:16 /images/category/thumb.png ........................................................... ~ 6.30ms
  2026-05-13 16:37:16 /images/item-type/non-veg.png ........................................................ ~ 8.56ms
  2026-05-13 16:37:16 /images/default/not-found.png ........................................................ ~ 9.09ms
  2026-05-13 16:37:16 /storage/48/conversions/Capture-thumb.JPG ............................................ ~ 6.06ms
  2026-05-13 16:37:16 /storage/97/conversions/nutella-milkshae-thumb.png ................................... ~ 0.18ms
  2026-05-13 16:37:16 /storage/54/conversions/kit-kat-shake-thumb.jpg ...................................... ~ 1.34ms
  2026-05-13 16:37:16 /storage/99/conversions/choco-brownie-thumb.png ...................................... ~ 2.83ms
  2026-05-13 16:37:22 /storage/36/conversions/slider-03-cover.jpg .......................................... ~ 0.41ms
  2026-05-13 16:37:22 /api/frontend/order .................................................................. ~ 0.31ms
  2026-05-13 16:37:22 /api/frontend/slider ............................................................... ~ 511.95ms
  2026-05-13 16:37:22 /api/frontend/item/featured-items .................................................. ~ 515.47ms
  2026-05-13 16:37:22 /api/frontend/offer ...................................................................... ~ 1s
  2026-05-13 16:37:22 /api/frontend/item/popular-items ......................................................... ~ 1s
  2026-05-13 16:37:22 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 16:37:22 /storage/35/conversions/slide-1-cover.jpg ................................................ ~ 1s
  2026-05-13 16:37:22 /storage/103/conversions/chocolate-shakes-thumb.png ...................................... ~ 1s
  2026-05-13 16:37:22 /storage/104/conversions/coffee-thumb.png ................................................ ~ 1s
  2026-05-13 16:37:24 /api/frontend/order ................................................................ ~ 506.63ms
  2026-05-13 16:37:22 /storage/105/conversions/fruit-shots-thumb.png ........................................... ~ 2s
  2026-05-13 16:37:24 /api/frontend/slider ............................................................... ~ 506.91ms
  2026-05-13 16:37:24 /api/frontend/item/featured-items .................................................. ~ 512.66ms
  2026-05-13 16:37:23 /storage/54/conversions/kit-kat-shake-cover.jpg .......................................... ~ 2s
  2026-05-13 16:37:25 /api/frontend/offer .................................................................. ~ 0.17ms
  2026-05-13 16:37:25 /api/frontend/item/popular-items ................................................... ~ 507.52ms
  2026-05-13 16:37:25 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 16:37:25 /storage/44/conversions/hoptionb-img7-thumb.png .......................................... ~ 1s
  2026-05-13 16:37:26 /storage/43/conversions/Strawberry-Juice-thumb.jpg ................................. ~ 510.81ms
  2026-05-13 16:37:26 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 1.81ms
