
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-13 14:51:12 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 1.21ms
  2026-05-13 14:51:12 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 1.37ms
  2026-05-13 14:51:12 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 3.40ms
  2026-05-13 14:51:12 /themes/default/fonts/typography/rubik/Rubik-Bold.ttf ................................ ~ 0.28ms
  2026-05-13 14:51:12 /favicon.ico ......................................................................... ~ 0.39ms
  2026-05-13 14:51:15 /install/license ................................................................... ~ 514.27ms
  2026-05-13 14:51:15 /install/site ........................................................................ ~ 0.23ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:55:07 /favicon.ico ......................................................................... ~ 1.06ms
  2026-05-13 14:55:07 /install/license ......................................................................... ~ 2s
  2026-05-13 14:55:09 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 0.17ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/public/public.css ................................... ~ 1.56ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 2.68ms
  2026-05-13 14:55:09 /themes/default/css/style.css ........................................................ ~ 3.97ms
  2026-05-13 14:55:09 /themes/default/css/custom.css ....................................................... ~ 4.71ms
  2026-05-13 14:55:09 /images/installer/home.png ........................................................... ~ 6.49ms
  2026-05-13 14:55:09 /images/installer/login.png .......................................................... ~ 5.86ms
  2026-05-13 14:55:09 /themes/default/js/customScript.js ................................................... ~ 2.05ms
  2026-05-13 14:55:09 /themes/default/js/installer.js ...................................................... ~ 0.14ms
  2026-05-13 14:55:09 /images/installer/active.png ......................................................... ~ 5.61ms
  2026-05-13 14:55:09 /themes/default/images/bg/installer.jpg .............................................. ~ 0.13ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.18ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 1.28ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 2.45ms
  2026-05-13 14:55:09 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 3.74ms
  2026-05-13 14:55:09 /themes/default/fonts/typography/rubik/Rubik-Bold.ttf ................................ ~ 5.20ms
  2026-05-13 14:55:09 /favicon.ico ......................................................................... ~ 0.15ms
  2026-05-13 14:55:11 /install/license ................................................................... ~ 511.41ms

   INFO  Environment modified. Restarting server...  

  2026-05-13 14:55:12 /install/site ...................................................................... ~ 214.00ms
  2026-05-13 14:55:12 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 0.68ms
  2026-05-13 14:55:12 /themes/default/fonts/typography/public/public.css ................................... ~ 2.12ms
  2026-05-13 14:55:12 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 3.34ms
  2026-05-13 14:55:12 /themes/default/css/custom.css ....................................................... ~ 4.62ms
  2026-05-13 14:55:12 /themes/default/js/customScript.js ................................................... ~ 5.85ms
  2026-05-13 14:55:12 /themes/default/css/style.css ........................................................ ~ 8.12ms
  2026-05-13 14:55:12 /themes/default/js/installer.js ...................................................... ~ 0.14ms
  2026-05-13 14:55:12 /themes/default/images/bg/installer.jpg .............................................. ~ 0.22ms
  2026-05-13 14:55:12 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 0.23ms
  2026-05-13 14:55:12 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 1.27ms
  2026-05-13 14:55:12 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 2.25ms
  2026-05-13 14:55:12 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.15ms
  2026-05-13 14:55:12 /favicon.ico ......................................................................... ~ 0.13ms

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

  2026-05-13 14:55:15 /install/site ...................................................................... ~ 710.01ms

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:55:16 /install/database .................................................................. ~ 511.98ms
  2026-05-13 14:55:17 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 0.13ms
  2026-05-13 14:55:17 /themes/default/fonts/typography/public/public.css ................................... ~ 0.29ms
  2026-05-13 14:55:17 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 1.76ms
  2026-05-13 14:55:17 /themes/default/css/custom.css ....................................................... ~ 3.31ms
  2026-05-13 14:55:17 /themes/default/js/customScript.js ................................................... ~ 5.69ms
  2026-05-13 14:55:17 /themes/default/css/style.css ........................................................ ~ 7.85ms
  2026-05-13 14:55:17 /themes/default/js/installer.js ..................................................... ~ 10.67ms
  2026-05-13 14:55:17 /themes/default/images/bg/installer.jpg .............................................. ~ 0.17ms
  2026-05-13 14:55:17 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 0.14ms
  2026-05-13 14:55:17 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 1.15ms
  2026-05-13 14:55:17 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 2.34ms
  2026-05-13 14:55:17 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 2.30ms
  2026-05-13 14:55:17 /favicon.ico ......................................................................... ~ 0.13ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:55:55 /install/site ...................................................................... ~ 515.50ms
  2026-05-13 14:55:56 /favicon.ico ......................................................................... ~ 0.30ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:56:06 /install/site ...................................................................... ~ 512.18ms

   INFO  Environment modified. Restarting server...  

  2026-05-13 14:56:07 /install/database .................................................................. ~ 258.92ms

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:56:08 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 1.25ms
  2026-05-13 14:56:08 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 4.11ms
  2026-05-13 14:56:08 /themes/default/fonts/typography/public/public.css ................................... ~ 5.94ms
  2026-05-13 14:56:08 /themes/default/css/style.css ........................................................ ~ 7.96ms
  2026-05-13 14:56:08 /themes/default/css/custom.css ...................................................... ~ 11.78ms
  2026-05-13 14:56:08 /themes/default/js/customScript.js .................................................. ~ 14.91ms
  2026-05-13 14:56:08 /themes/default/js/installer.js ...................................................... ~ 2.72ms
  2026-05-13 14:56:08 /themes/default/images/bg/installer.jpg .............................................. ~ 0.17ms
  2026-05-13 14:56:08 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 0.21ms
  2026-05-13 14:56:08 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 1.42ms
  2026-05-13 14:56:08 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 2.80ms
  2026-05-13 14:56:08 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 2.73ms
  2026-05-13 14:56:08 /favicon.ico ......................................................................... ~ 3.51ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:57:34 /install/site ........................................................................ ~ 0.84ms
  2026-05-13 14:57:55 /install/database .................................................................. ~ 515.42ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:58:22 /install/database .................................................................. ~ 512.25ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 14:58:53 /install/database .................................................................. ~ 517.44ms
  2026-05-13 14:58:53 /install/database .................................................................. ~ 509.14ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 15:00:07 /install/database .................................................................. ~ 513.41ms
  2026-05-13 15:00:07 /install/database .................................................................. ~ 505.26ms
  2026-05-13 15:00:08 /install/database .................................................................. ~ 505.75ms
  2026-05-13 15:00:30 /install/database .................................................................. ~ 509.23ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 15:00:55 /install/database .................................................................. ~ 512.57ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server


   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 15:01:38 / .................................................................................. ~ 513.02ms
  2026-05-13 15:01:38 /install ........................................................................... ~ 509.70ms
  2026-05-13 15:01:39 / .................................................................................. ~ 506.33ms
  2026-05-13 15:02:00 / .................................................................................. ~ 514.13ms
  2026-05-13 15:02:00 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 0.27ms
  2026-05-13 15:02:00 /themes/default/fonts/lab/lab.css .................................................... ~ 2.36ms
  2026-05-13 15:02:00 /themes/default/fonts/typography/public/public.css ................................... ~ 5.36ms
  2026-05-13 15:02:00 /build/assets/app-D_UhiCV7.css ....................................................... ~ 7.22ms
  2026-05-13 15:02:00 /build/assets/app-CpvByPl6.css ....................................................... ~ 8.13ms
  2026-05-13 15:02:00 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 8.18ms
  2026-05-13 15:02:00 /themes/default/css/custom.css ....................................................... ~ 8.38ms
  2026-05-13 15:02:00 /themes/default/js/drawer.js ........................................................ ~ 11.37ms
  2026-05-13 15:02:00 /themes/default/js/modal.js .......................................................... ~ 8.77ms
  2026-05-13 15:02:00 /themes/default/js/tabs.js .......................................................... ~ 12.41ms
  2026-05-13 15:02:00 /themes/default/js/dropdown.js ....................................................... ~ 7.68ms
  2026-05-13 15:02:00 /themes/default/js/customScript.js ................................................... ~ 3.95ms
  2026-05-13 15:02:00 /build/assets/app-De8uei0J.js ....................................................... ~ 33.20ms
  2026-05-13 15:02:00 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.24ms
  2026-05-13 15:02:01 /api/frontend/setting .............................................................. ~ 501.94ms
  2026-05-13 15:02:01 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 15:02:01 /api/frontend/page ....................................................................... ~ 1s
  2026-05-13 15:02:02 /build/assets/HomeComponent-C8PBF_jU.js ............................................ ~ 514.25ms
  2026-05-13 15:02:02 /build/assets/swiper-vue-BQ4s_AkC.js ................................................. ~ 2.52ms
  2026-05-13 15:02:02 /build/assets/CategoryComponent-D5SBHTGY.js .......................................... ~ 5.35ms
  2026-05-13 15:02:02 /build/assets/ItemComponent-C5fbfu7N.css ............................................. ~ 7.81ms
  2026-05-13 15:02:02 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf ............................. ~ 10.17ms
  2026-05-13 15:02:02 /themes/default/fonts/lab/lab.woff2?1740891535263 .................................... ~ 9.60ms
  2026-05-13 15:02:02 /themes/default/fonts/fontawesome/fa-regular-400.woff2 ............................... ~ 8.72ms
  2026-05-13 15:02:02 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 7.93ms
  2026-05-13 15:02:02 /api/frontend/setting ................................................................ ~ 0.24ms
  2026-05-13 15:02:02 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 9.04ms
  2026-05-13 15:02:02 /build/assets/itemDesignEnum-CKbsMq1M.js ............................................. ~ 8.81ms
  2026-05-13 15:02:02 /build/assets/ItemComponent-qQJ-sqs6.js .............................................. ~ 9.61ms
  2026-05-13 15:02:02 /build/assets/OfferComponent-BvkzWfOA.js ............................................ ~ 10.39ms
  2026-05-13 15:02:02 /images/theme/theme-footer-logo.png ................................................. ~ 12.75ms
  2026-05-13 15:02:02 /api/frontend/language ............................................................. ~ 514.33ms
  2026-05-13 15:02:02 /api/frontend/language/show/1 ............................................................ ~ 1s
  2026-05-13 15:02:02 /images/theme/theme-logo.png ............................................................. ~ 1s
  2026-05-13 15:02:03 /api/frontend/item-category .......................................................... ~ 0.28ms
  2026-05-13 15:02:03 /api/frontend/slider ............................................................... ~ 504.55ms
  2026-05-13 15:02:03 /api/frontend/item/featured-items ........................................................ ~ 1s
  2026-05-13 15:02:04 /api/frontend/offer ................................................................ ~ 515.06ms
  2026-05-13 15:02:04 /api/frontend/item/popular-items ................................................... ~ 507.58ms
  2026-05-13 15:02:02 /images/cart/empty-cart.gif .............................................................. ~ 2s
  2026-05-13 15:02:04 /storage/27/bangla.png ............................................................. ~ 511.17ms
  2026-05-13 15:02:05 /api/frontend/item-category ........................................................ ~ 506.39ms
  2026-05-13 15:02:05 /storage/28/german.png ............................................................. ~ 509.62ms
  2026-05-13 15:02:05 /api/frontend/cookies .............................................................. ~ 509.42ms
  2026-05-13 15:02:05 /storage/26/english.png ............................................................ ~ 516.00ms
  2026-05-13 15:02:05 /storage/29/arabic.png ............................................................. ~ 519.37ms
  2026-05-13 15:02:05 /api/frontend/country-code/show/BGD ................................................ ~ 510.10ms
  2026-05-13 15:02:06 /images/theme/theme-favicon-logo.png ................................................. ~ 0.15ms
  2026-05-13 15:05:16 /home .............................................................................. ~ 513.53ms
  2026-05-13 15:05:16 /themes/default/fonts/fontawesome/fontawesome.css .................................. ~ 516.33ms
  2026-05-13 15:05:17 /themes/default/fonts/lab/lab.css .................................................... ~ 1.32ms
  2026-05-13 15:05:17 /themes/default/fonts/typography/public/public.css ................................... ~ 3.10ms
  2026-05-13 15:05:17 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 4.31ms
  2026-05-13 15:05:17 /themes/default/css/custom.css ....................................................... ~ 4.40ms
  2026-05-13 15:05:17 /build/assets/app-D_UhiCV7.css ....................................................... ~ 6.17ms
  2026-05-13 15:05:17 /build/assets/app-CpvByPl6.css ....................................................... ~ 6.33ms
  2026-05-13 15:05:17 /themes/default/js/drawer.js ......................................................... ~ 6.18ms
  2026-05-13 15:05:17 /themes/default/js/modal.js .......................................................... ~ 6.68ms
  2026-05-13 15:05:17 /themes/default/js/customScript.js ................................................... ~ 8.98ms
  2026-05-13 15:05:17 /themes/default/js/tabs.js ........................................................... ~ 7.78ms
  2026-05-13 15:05:17 /themes/default/js/dropdown.js ....................................................... ~ 6.36ms
  2026-05-13 15:05:17 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................. ~ 0.26ms
  2026-05-13 15:05:17 /build/assets/app-De8uei0J.js ....................................................... ~ 22.87ms
  2026-05-13 15:05:17 /api/frontend/setting ................................................................ ~ 1.03ms
  2026-05-13 15:05:17 /api/frontend/setting .............................................................. ~ 513.57ms
  2026-05-13 15:05:18 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 15:05:18 /api/frontend/page ....................................................................... ~ 1s
  2026-05-13 15:05:18 /build/assets/ItemComponent-C5fbfu7N.css ........................................... ~ 517.29ms
  2026-05-13 15:05:19 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 3.43ms
  2026-05-13 15:05:19 /themes/default/fonts/lab/lab.woff2?1740891535263 .................................... ~ 5.52ms
  2026-05-13 15:05:19 /themes/default/fonts/fontawesome/fa-regular-400.woff2 ............................... ~ 7.35ms
  2026-05-13 15:05:19 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 9.42ms
  2026-05-13 15:05:19 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 8.54ms
  2026-05-13 15:05:19 /build/assets/HomeComponent-C8PBF_jU.js .............................................. ~ 8.82ms
  2026-05-13 15:05:19 /build/assets/swiper-vue-BQ4s_AkC.js ................................................. ~ 9.42ms
  2026-05-13 15:05:19 /build/assets/CategoryComponent-D5SBHTGY.js .......................................... ~ 9.83ms
  2026-05-13 15:05:19 /api/frontend/item-category ........................................................ ~ 516.67ms
  2026-05-13 15:05:19 /build/assets/itemDesignEnum-CKbsMq1M.js ........................................... ~ 528.45ms
  2026-05-13 15:05:19 /build/assets/ItemComponent-qQJ-sqs6.js ............................................ ~ 531.14ms
  2026-05-13 15:05:19 /api/frontend/language ............................................................... ~ 2.80ms
  2026-05-13 15:05:19 /build/assets/OfferComponent-BvkzWfOA.js ........................................... ~ 532.44ms
  2026-05-13 15:05:19 /api/frontend/language/show/1 ...................................................... ~ 514.48ms
  2026-05-13 15:05:20 /api/frontend/slider ............................................................... ~ 512.69ms
  2026-05-13 15:05:20 /images/theme/theme-footer-logo.png ...................................................... ~ 1s
  2026-05-13 15:05:20 /api/frontend/item/featured-items ........................................................ ~ 1s
  2026-05-13 15:05:20 /images/theme/theme-logo.png ............................................................. ~ 1s
  2026-05-13 15:05:21 /api/frontend/offer ...................................................................... ~ 1s
  2026-05-13 15:05:21 /api/frontend/item/popular-items ................................................... ~ 508.44ms
  2026-05-13 15:05:21 /api/frontend/item-category ........................................................ ~ 510.38ms
  2026-05-13 15:05:22 /api/frontend/cookies .................................................................... ~ 1s
  2026-05-13 15:05:20 /images/cart/empty-cart.gif .............................................................. ~ 2s
  2026-05-13 15:05:22 /storage/28/german.png ............................................................. ~ 520.61ms
  2026-05-13 15:05:22 /api/frontend/country-code/show/BGD .................................................. ~ 3.12ms
  2026-05-13 15:05:22 /storage/26/english.png .............................................................. ~ 8.07ms
  2026-05-13 15:05:22 /storage/29/arabic.png .............................................................. ~ 10.21ms
  2026-05-13 15:05:22 /storage/27/bangla.png .............................................................. ~ 10.06ms
  2026-05-13 15:05:23 /images/theme/theme-favicon-logo.png ................................................. ~ 0.14ms
  2026-05-13 15:05:23 /build/assets/MenuComponent-D_UiPd2g.js .................................................. ~ 1s
  2026-05-13 15:05:25 /build/assets/itemTypeEnum-CucOGrOL.js ............................................... ~ 4.86ms
  2026-05-13 15:05:25 /api/frontend/item-category ........................................................ ~ 504.60ms
  2026-05-13 15:05:25 /images/default/not-found.png ...................................................... ~ 506.72ms
  2026-05-13 15:05:26 /build/assets/OffersComponent-B-c7l57-.js ............................................ ~ 0.89ms
  2026-05-13 15:05:26 /api/frontend/offer ................................................................ ~ 517.38ms
  2026-05-13 15:05:27 /api/frontend/slider ............................................................... ~ 515.59ms
  2026-05-13 15:05:27 /api/frontend/item/featured-items .................................................. ~ 511.28ms
  2026-05-13 15:05:27 /api/frontend/offer ................................................................ ~ 514.29ms
  2026-05-13 15:05:27 /api/frontend/item/popular-items ................................................... ~ 509.47ms
  2026-05-13 15:05:28 /api/frontend/item-category .............................................................. ~ 1s
  2026-05-13 15:16:57 / .................................................................................. ~ 513.09ms
  2026-05-13 15:19:22 / .................................................................................. ~ 511.88ms
  2026-05-13 15:19:22 /themes/default/fonts/fontawesome/fontawesome.css .................................... ~ 0.29ms
  2026-05-13 15:19:22 /themes/default/fonts/lab/lab.css .................................................... ~ 2.51ms
  2026-05-13 15:19:22 /themes/default/fonts/typography/public/public.css ................................... ~ 5.40ms
  2026-05-13 15:19:23 /themes/default/fonts/typography/rubik/rubik.css ..................................... ~ 0.22ms
  2026-05-13 15:19:23 /themes/default/css/custom.css ....................................................... ~ 0.33ms
  2026-05-13 15:19:23 /build/assets/app-D_UhiCV7.css ....................................................... ~ 3.28ms
  2026-05-13 15:19:23 /build/assets/app-CpvByPl6.css ....................................................... ~ 3.25ms
  2026-05-13 15:19:23 /themes/default/js/drawer.js ......................................................... ~ 0.24ms
  2026-05-13 15:19:23 /themes/default/js/modal.js .......................................................... ~ 3.36ms
  2026-05-13 15:19:23 /themes/default/js/customScript.js ................................................... ~ 0.27ms
  2026-05-13 15:19:23 /build/assets/app-De8uei0J.js ........................................................ ~ 9.56ms
  2026-05-13 15:19:23 /themes/default/js/tabs.js ........................................................... ~ 3.32ms
  2026-05-13 15:19:23 /themes/default/js/dropdown.js ....................................................... ~ 6.63ms
  2026-05-13 15:19:23 /api/frontend/setting .............................................................. ~ 513.49ms
  2026-05-13 15:19:23 /api/frontend/item-category .......................................................... ~ 0.34ms
  2026-05-13 15:19:23 /api/frontend/page ................................................................. ~ 511.46ms
  2026-05-13 15:19:23 /build/assets/HomeComponent-C8PBF_jU.js ............................................ ~ 512.82ms
  2026-05-13 15:19:24 /build/assets/swiper-vue-BQ4s_AkC.js ................................................. ~ 2.99ms
  2026-05-13 15:19:24 /build/assets/CategoryComponent-D5SBHTGY.js .......................................... ~ 5.60ms
  2026-05-13 15:19:24 /build/assets/ItemComponent-C5fbfu7N.css ............................................. ~ 8.12ms
  2026-05-13 15:19:24 /themes/default/fonts/typography/rubik/Rubik-Regular.ttf ............................ ~ 10.38ms
  2026-05-13 15:19:24 /themes/default/fonts/typography/rubik/Rubik-Medium.ttf .............................. ~ 9.35ms
  2026-05-13 15:19:24 /themes/default/fonts/lab/lab.woff2?1740891535263 .................................... ~ 8.54ms
  2026-05-13 15:19:24 /themes/default/fonts/fontawesome/fa-regular-400.woff2 ............................... ~ 8.31ms
  2026-05-13 15:19:24 /themes/default/fonts/typography/rubik/Rubik-SemiBold.ttf ............................ ~ 8.15ms
  2026-05-13 15:19:24 /themes/default/fonts/fontawesome/fa-solid-900.woff2 ................................. ~ 8.62ms
  2026-05-13 15:19:24 /themes/default/fonts/fontawesome/fa-brands-400.woff2 ................................ ~ 8.59ms
  2026-05-13 15:19:24 /api/frontend/setting .............................................................. ~ 518.88ms
  2026-05-13 15:19:24 /build/assets/itemDesignEnum-CKbsMq1M.js ........................................... ~ 526.73ms
  2026-05-13 15:19:24 /build/assets/ItemComponent-qQJ-sqs6.js ............................................ ~ 526.92ms
  2026-05-13 15:19:24 /storage/32/kahumbo-logo-white.png ................................................... ~ 2.46ms
  2026-05-13 15:19:24 /build/assets/OfferComponent-BvkzWfOA.js ........................................... ~ 529.62ms
  2026-05-13 15:19:24 /storage/30/kahumbo-logo.-2.png .................................................... ~ 520.63ms
  2026-05-13 15:19:25 /api/frontend/language ............................................................. ~ 511.40ms
  2026-05-13 15:19:25 /api/frontend/language/show/1 ...................................................... ~ 514.94ms
  2026-05-13 15:19:25 /api/frontend/item-category ........................................................ ~ 511.21ms
  2026-05-13 15:19:25 /api/frontend/slider ..................................................................... ~ 1s
  2026-05-13 15:19:26 /api/frontend/item/featured-items .................................................. ~ 515.11ms
  2026-05-13 15:19:26 /api/frontend/offer ................................................................ ~ 512.73ms
  2026-05-13 15:19:26 /api/frontend/item/popular-items ......................................................... ~ 1s
  2026-05-13 15:19:27 /storage/105/conversions/fruit-shots-thumb.png ........................................... ~ 1s
  2026-05-13 15:19:24 /images/cart/empty-cart.gif .............................................................. ~ 3s
  2026-05-13 15:19:27 /storage/43/conversions/Strawberry-Juice-thumb.jpg ....................................... ~ 1s
  2026-05-13 15:19:28 /storage/104/conversions/coffee-thumb.png .......................................... ~ 511.79ms
  2026-05-13 15:19:28 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg .................................. ~ 514.38ms
  2026-05-13 15:19:29 /storage/103/conversions/chocolate-shakes-thumb.png ...................................... ~ 1s
  2026-05-13 15:19:29 /storage/45/conversions/Unique-Mocktails-thumb.png ....................................... ~ 1s
  2026-05-13 15:19:30 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 0.21ms
  2026-05-13 15:19:30 /storage/44/conversions/hoptionb-img7-thumb.png .................................... ~ 511.65ms
  2026-05-13 15:19:29 /images/category/thumb.png ............................................................... ~ 1s
  2026-05-13 15:19:30 /api/frontend/cookies .............................................................. ~ 507.38ms
  2026-05-13 15:19:30 /api/frontend/item-category ........................................................ ~ 510.90ms
  2026-05-13 15:19:30 /storage/28/german.png ................................................................... ~ 1s
  2026-05-13 15:19:31 /storage/48/conversions/Capture-thumb.JPG .......................................... ~ 512.27ms
  2026-05-13 15:19:30 /storage/26/english.png .................................................................. ~ 1s
  2026-05-13 15:19:31 /storage/36/conversions/slider-03-cover.jpg ........................................ ~ 509.71ms
  2026-05-13 15:19:31 /storage/100/conversions/strawberry-mojito-cover.png ............................... ~ 504.69ms
  2026-05-13 15:19:32 /storage/62/conversions/download-(2)-cover.jpg ........................................... ~ 1s
  2026-05-13 15:19:32 /storage/102/conversions/masala-tea-cover.png ...................................... ~ 505.50ms
  2026-05-13 15:19:32 /storage/96/conversions/golden-mango-bliss-cover.png ............................... ~ 510.35ms
  2026-05-13 15:19:33 /storage/54/conversions/kit-kat-shake-cover.jpg .......................................... ~ 1s
  2026-05-13 15:19:33 /storage/58/conversions/Sparkling-Limoncello-Mocktail-cover.jpg .................... ~ 516.09ms
  2026-05-13 15:19:33 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-cover.jpg  ~ 514.77ms
  2026-05-13 15:19:34 /storage/97/conversions/nutella-milkshae-cover.png ................................. ~ 514.22ms
  2026-05-13 15:19:34 /api/frontend/country-code/show/GBR ................................................ ~ 516.13ms
  2026-05-13 15:19:34 /storage/109/conversions/fruit-shots-cover.png ........................................... ~ 1s
  2026-05-13 15:19:35 /storage/58/conversions/Sparkling-Limoncello-Mocktail-thumb.jpg .................... ~ 515.57ms
  2026-05-13 15:19:35 /storage/98/conversions/strawverry-bliss-thumb.png ................................. ~ 509.51ms
  2026-05-13 15:19:35 /storage/96/conversions/golden-mango-bliss-thumb.png ..................................... ~ 1s
  2026-05-13 15:19:36 /storage/44/conversions/hoptionb-img7-thumb.png .................................... ~ 516.76ms
  2026-05-13 15:19:36 /storage/47/conversions/Please-provide-the-original-Pinterest-title-you-want-me-to-reformat_-thumb.jpg  ~ 511.78ms
  2026-05-13 15:19:36 /storage/45/conversions/Unique-Mocktails-thumb.png ................................. ~ 510.30ms
  2026-05-13 15:19:37 /storage/105/conversions/fruit-shots-thumb.png ..................................... ~ 508.17ms
  2026-05-13 15:19:37 /storage/42/conversions/Lemon-Ice-Tea-1-thumb.jpg ........................................ ~ 1s
  2026-05-13 15:19:37 /storage/43/conversions/Strawberry-Juice-thumb.jpg ................................. ~ 517.42ms
  2026-05-13 15:19:37 /storage/104/conversions/coffee-thumb.png .......................................... ~ 512.33ms
  2026-05-13 15:19:38 /storage/103/conversions/chocolate-shakes-thumb.png ................................ ~ 513.08ms
  2026-05-13 15:19:38 /storage/100/conversions/strawberry-mojito-thumb.png ............................... ~ 513.97ms
  2026-05-13 15:19:38 /storage/69/conversions/MANGO-FROOTI-RECIPE,-HOMEMADE-MANGO-FROOTI-RECIPE-WITH-STEP-BY-STEP-PHOTOS-,-HOW-TO-MANGO-FROOTI-AT-HOME-,-HOMEMADE-MANGO-SQUASH-thumb.jpg  ~ 1s
